product_name,purchase_date,review,rating,units_sold,region,product_category,net_profit
Robot Vacuum,2024-09-06,"Loved it, will buy again.",5,183,West,Home Goods,7582.42
Gaming Chair,2020-09-18,Decent for the price.,2,88,North,Furniture,7788.56
Air Purifier,2022-06-05,Highly recommend this!,4,130,South,Home Goods,6727.3
Robot Vacuum,2022-07-12,Excellent product!,3,132,East,Home Goods,8082.28
Blender,2024-12-26,Highly recommend this!,1,215,North,Kitchen,5924.8
Wireless Mouse,2020-06-03,Highly recommend this!,1,267,South,Accessories,2756.02
Electric Kettle,2024-05-23,"Average product, does the job.",4,92,South,Kitchen,2391.86
Robot Vacuum,2020-04-17,Not worth the price.,3,261,West,Home Goods,15627.59
Laptop Stand,2023-12-17,Excellent product!,3,113,South,Accessories,1343.7
Gaming Chair,2020-02-04,Highly recommend this!,2,247,East,Furniture,15612.88
Laptop Stand,2022-12-03,"Great quality, very satisfied!",4,172,South,Accessories,2141.44
Coffee Maker,2021-10-16,Not worth the price.,2,225,North,Kitchen,6731.02
Gaming Chair,2021-12-23,"Great quality, very satisfied!",5,76,East,Furniture,6582.43
Coffee Maker,2022-09-24,"Great quality, very satisfied!",1,50,West,Kitchen,2425.45
Laptop Stand,2021-02-19,Works fine.,5,145,South,Accessories,3697.17
Electric Kettle,2022-09-26,Bad experience overall.,1,243,South,Kitchen,7796.42
Robot Vacuum,2020-10-11,Bad experience overall.,5,39,South,Home Goods,1438.75
Smartwatch,2024-01-10,"Loved it, will buy again.",1,76,North,Wearables,3704.63
Robot Vacuum,2021-06-01,It's okay.,1,24,South,Home Goods,1239.04
Coffee Maker,2024-10-19,Stopped working too soon.,5,200,North,Kitchen,5869.36
4K Action Camera,2020-01-27,"Average product, does the job.",5,53,South,Electronics,4001.5
Blender,2020-08-14,Highly recommend this!,5,279,South,Kitchen,12827.76
Electric Kettle,2024-12-24,Bad experience overall.,1,38,South,Kitchen,819.2
Smartwatch,2023-12-19,Highly recommend this!,4,73,South,Wearables,3285.99
Gaming Chair,2024-05-10,"Loved it, will buy again.",4,101,East,Furniture,8781.34
Air Purifier,2023-10-23,Works fine.,3,65,East,Home Goods,3651.27
Blender,2023-08-26,Decent for the price.,5,57,West,Kitchen,2678.38
Coffee Maker,2022-04-27,Stopped working too soon.,3,293,East,Kitchen,13282.02
Coffee Maker,2023-02-02,Highly recommend this!,4,264,East,Kitchen,7472.0
4K Action Camera,2020-01-18,Not worth the price.,1,185,North,Electronics,15210.08
Smartwatch,2023-05-13,"Average product, does the job.",4,217,South,Wearables,5985.63
Wireless Mouse,2020-02-12,Decent for the price.,1,114,West,Accessories,1186.33
Air Purifier,2020-03-29,Very disappointing.,1,13,East,Home Goods,692.96
Robot Vacuum,2021-08-08,Very disappointing.,5,136,East,Home Goods,4861.53
Wireless Mouse,2020-06-05,"Average product, does the job.",3,183,West,Accessories,4726.33
Air Purifier,2023-07-13,It's okay.,4,248,West,Home Goods,13808.81
Robot Vacuum,2020-05-13,It's okay.,3,108,North,Home Goods,5184.41
4K Action Camera,2021-04-08,Not worth the price.,3,258,West,Electronics,21280.56
Electric Kettle,2024-06-12,Not worth the price.,1,183,South,Kitchen,6582.77
Coffee Maker,2024-11-06,Bad experience overall.,2,287,East,Kitchen,8912.73
Air Purifier,2023-03-01,Stopped working too soon.,1,215,South,Home Goods,12645.18
Laptop Stand,2022-01-10,Decent for the price.,1,116,West,Accessories,2339.85
Wireless Mouse,2022-11-23,Works fine.,5,113,West,Accessories,2376.16
Blender,2020-03-23,"Loved it, will buy again.",3,211,East,Kitchen,5255.47
4K Action Camera,2022-07-17,Decent for the price.,5,285,North,Electronics,23436.31
Gaming Chair,2023-03-01,"Average product, does the job.",2,281,East,Furniture,23440.07
Electric Kettle,2023-12-22,Works fine.,5,69,South,Kitchen,1830.44
Electric Kettle,2022-05-15,Bad experience overall.,4,174,East,Kitchen,3859.0
Smartwatch,2020-07-22,Amazing performance and value.,3,233,North,Wearables,13957.86
4K Action Camera,2024-12-27,Excellent product!,5,195,West,Electronics,12032.95
4K Action Camera,2023-09-21,Decent for the price.,2,15,West,Electronics,1754.15
Coffee Maker,2022-08-19,Very disappointing.,4,217,East,Kitchen,6070.2
Wireless Mouse,2021-05-11,Quality could be better.,3,225,South,Accessories,4584.75
Gaming Chair,2021-03-17,Stopped working too soon.,4,65,West,Furniture,4305.56
Wireless Mouse,2022-04-07,"Average product, does the job.",5,295,North,Accessories,3812.73
Blender,2023-07-05,"Loved it, will buy again.",5,89,West,Kitchen,3062.37
Wireless Mouse,2023-08-08,Works fine.,5,169,East,Accessories,3703.38
Laptop Stand,2023-02-22,Quality could be better.,4,288,South,Accessories,4827.58
Air Purifier,2024-08-13,Amazing performance and value.,4,238,North,Home Goods,8607.99
Coffee Maker,2022-05-20,"Great quality, very satisfied!",1,263,East,Kitchen,9381.61
Coffee Maker,2024-11-17,Not worth the price.,5,242,North,Kitchen,8595.55
Air Purifier,2023-04-13,It's okay.,2,128,South,Home Goods,4114.8
Laptop Stand,2024-02-24,"Loved it, will buy again.",4,118,West,Accessories,1192.85
4K Action Camera,2022-05-18,Works fine.,3,48,South,Electronics,3956.01
4K Action Camera,2020-03-20,Very disappointing.,1,288,West,Electronics,16194.72
Smartwatch,2024-06-30,It's okay.,4,129,South,Wearables,5584.03
Laptop Stand,2022-03-22,Works fine.,1,81,West,Accessories,1271.64
Electric Kettle,2022-07-03,Decent for the price.,3,163,North,Kitchen,7954.69
Wireless Mouse,2023-08-21,Nothing special but acceptable.,1,149,North,Accessories,3380.25
Smartwatch,2024-03-13,Decent for the price.,5,18,East,Wearables,657.96
Blender,2023-09-29,"Average product, does the job.",4,203,West,Kitchen,9658.11
4K Action Camera,2021-07-23,Excellent product!,2,195,North,Electronics,16336.98
Blender,2023-01-19,"Loved it, will buy again.",4,234,North,Kitchen,6337.93
Smartwatch,2024-07-28,Very disappointing.,1,40,South,Wearables,1631.74
4K Action Camera,2022-05-11,Highly recommend this!,4,49,East,Electronics,4072.54
Robot Vacuum,2020-06-17,Very disappointing.,5,71,North,Home Goods,4768.15
Blender,2023-09-19,Works fine.,1,154,North,Kitchen,6596.96
Air Purifier,2024-07-15,Amazing performance and value.,5,22,North,Home Goods,701.51
Robot Vacuum,2022-10-08,Excellent product!,4,85,South,Home Goods,5134.91
Robot Vacuum,2020-08-23,Excellent product!,5,126,West,Home Goods,4670.73
Air Purifier,2021-02-02,Quality could be better.,5,171,North,Home Goods,10791.71
4K Action Camera,2021-08-10,Not worth the price.,3,59,West,Electronics,3003.94
Coffee Maker,2022-03-31,Highly recommend this!,5,282,North,Kitchen,13870.18
Smartwatch,2022-10-09,It's okay.,5,250,North,Wearables,11999.62
Coffee Maker,2021-04-21,Quality could be better.,3,248,West,Kitchen,5509.01
Robot Vacuum,2024-04-07,Nothing special but acceptable.,3,217,East,Home Goods,6882.55
Smartwatch,2022-04-24,"Average product, does the job.",1,110,South,Wearables,2996.13
Robot Vacuum,2021-08-07,Not worth the price.,2,151,West,Home Goods,5219.12
Gaming Chair,2023-01-16,Very disappointing.,3,259,North,Furniture,17138.39
4K Action Camera,2021-09-06,Amazing performance and value.,2,288,East,Electronics,15655.14
Gaming Chair,2021-08-28,Amazing performance and value.,1,97,East,Furniture,5759.95
Gaming Chair,2022-08-18,Very disappointing.,2,282,East,Furniture,12190.33
Coffee Maker,2022-02-16,Stopped working too soon.,4,279,East,Kitchen,13927.47
4K Action Camera,2023-06-30,Works fine.,3,243,West,Electronics,14325.9
Blender,2020-12-23,Bad experience overall.,1,203,North,Kitchen,8434.77
Laptop Stand,2022-12-17,Decent for the price.,2,136,South,Accessories,1765.0
Blender,2023-11-23,Stopped working too soon.,2,111,South,Kitchen,3064.35
Wireless Mouse,2021-06-04,Decent for the price.,2,66,South,Accessories,1039.09
Gaming Chair,2021-06-08,Amazing performance and value.,3,243,North,Furniture,23983.27
Coffee Maker,2023-12-11,"Loved it, will buy again.",5,27,West,Kitchen,1002.59
Smartwatch,2021-01-27,Amazing performance and value.,5,66,North,Wearables,2388.48
Electric Kettle,2024-07-24,Not worth the price.,3,236,West,Kitchen,10632.73
Robot Vacuum,2023-05-30,Decent for the price.,3,223,South,Home Goods,8232.97
Laptop Stand,2023-09-14,Nothing special but acceptable.,4,127,West,Accessories,1451.34
Electric Kettle,2023-10-27,It's okay.,1,176,North,Kitchen,7503.45
Air Purifier,2024-03-14,Not worth the price.,1,243,East,Home Goods,10233.12
Electric Kettle,2020-06-01,Bad experience overall.,4,60,West,Kitchen,2857.92
Robot Vacuum,2022-06-11,"Loved it, will buy again.",5,116,West,Home Goods,6499.77
Smartwatch,2022-09-10,Bad experience overall.,3,69,South,Wearables,2869.36
Smartwatch,2021-04-24,"Loved it, will buy again.",1,20,North,Wearables,751.51
Smartwatch,2021-08-05,Stopped working too soon.,1,121,North,Wearables,3926.91
Coffee Maker,2022-05-06,"Loved it, will buy again.",1,37,South,Kitchen,1656.21
Laptop Stand,2020-01-20,Excellent product!,3,18,East,Accessories,453.8
Laptop Stand,2021-08-15,"Loved it, will buy again.",5,101,North,Accessories,2796.07
Robot Vacuum,2020-08-15,Works fine.,1,121,East,Home Goods,6502.2
Laptop Stand,2023-10-01,It's okay.,5,41,West,Accessories,559.2
Electric Kettle,2020-01-19,Not worth the price.,5,187,North,Kitchen,6542.36
Air Purifier,2021-03-19,Works fine.,2,183,West,Home Goods,7521.44
Gaming Chair,2024-08-27,Not worth the price.,5,200,South,Furniture,8171.3
Air Purifier,2021-01-02,Quality could be better.,5,179,West,Home Goods,12301.92
Smartwatch,2022-06-17,"Loved it, will buy again.",4,37,East,Wearables,1604.73
Robot Vacuum,2024-06-30,Highly recommend this!,1,204,East,Home Goods,7121.33
Electric Kettle,2022-06-07,Works fine.,4,272,North,Kitchen,7977.27
Electric Kettle,2021-12-26,Highly recommend this!,5,85,North,Kitchen,2644.89
Robot Vacuum,2024-11-09,Quality could be better.,3,264,North,Home Goods,13453.68
Smartwatch,2020-05-26,It's okay.,5,201,South,Wearables,7667.09
Gaming Chair,2024-09-12,Not worth the price.,3,104,East,Furniture,8762.27
4K Action Camera,2024-03-07,Works fine.,5,229,West,Electronics,14461.42
Smartwatch,2021-03-05,Bad experience overall.,1,165,South,Wearables,6855.16
Electric Kettle,2022-04-27,Very disappointing.,4,182,South,Kitchen,8779.52
Smartwatch,2024-01-03,Works fine.,3,246,East,Wearables,11720.09
Robot Vacuum,2020-07-16,Works fine.,5,22,West,Home Goods,872.67
Gaming Chair,2022-09-23,Bad experience overall.,3,17,South,Furniture,1559.64
Robot Vacuum,2023-08-03,Bad experience overall.,5,132,South,Home Goods,6311.96
Robot Vacuum,2021-07-18,"Great quality, very satisfied!",5,121,South,Home Goods,5461.64
Electric Kettle,2021-01-03,Stopped working too soon.,3,141,East,Kitchen,5150.18
Wireless Mouse,2023-06-17,Quality could be better.,1,115,South,Accessories,2899.13
Electric Kettle,2022-03-12,Amazing performance and value.,3,18,West,Kitchen,587.45
4K Action Camera,2023-08-03,Highly recommend this!,2,298,North,Electronics,16780.2
Electric Kettle,2021-11-30,Very disappointing.,3,113,West,Kitchen,2666.21
Air Purifier,2023-11-19,Amazing performance and value.,4,29,North,Home Goods,1395.21
Blender,2022-09-22,It's okay.,3,215,North,Kitchen,8582.33
Robot Vacuum,2021-06-01,Stopped working too soon.,2,216,South,Home Goods,10004.68
Robot Vacuum,2024-12-23,Highly recommend this!,2,206,North,Home Goods,8734.46
Gaming Chair,2022-02-13,Not worth the price.,4,285,North,Furniture,21752.59
Gaming Chair,2021-07-14,Amazing performance and value.,1,65,North,Furniture,4023.71
Smartwatch,2024-10-01,Quality could be better.,4,237,North,Wearables,6970.43
Gaming Chair,2020-02-29,Nothing special but acceptable.,3,88,South,Furniture,4263.86
Air Purifier,2021-06-28,Stopped working too soon.,3,100,South,Home Goods,6826.16
Blender,2022-10-13,Works fine.,5,100,West,Kitchen,2746.67
Electric Kettle,2020-10-29,"Loved it, will buy again.",2,290,West,Kitchen,8789.89
Coffee Maker,2023-06-21,Stopped working too soon.,5,165,East,Kitchen,5495.0
Wireless Mouse,2024-09-03,Quality could be better.,4,252,South,Accessories,6986.48
Wireless Mouse,2023-05-15,Stopped working too soon.,4,76,South,Accessories,1264.04
Blender,2023-10-30,Amazing performance and value.,2,78,East,Kitchen,3544.76
Wireless Mouse,2020-10-09,Highly recommend this!,3,12,East,Accessories,137.53
Blender,2021-04-22,Excellent product!,5,170,East,Kitchen,8302.63
Blender,2022-11-11,Works fine.,4,104,East,Kitchen,2935.4
Air Purifier,2021-07-12,Quality could be better.,3,230,West,Home Goods,8644.36
Electric Kettle,2020-12-14,Nothing special but acceptable.,5,294,North,Kitchen,10177.79
4K Action Camera,2024-02-21,Excellent product!,4,151,West,Electronics,9448.05
Wireless Mouse,2021-10-31,"Great quality, very satisfied!",1,256,East,Accessories,4085.54
Smartwatch,2020-09-14,Decent for the price.,4,283,South,Wearables,7635.83
Wireless Mouse,2021-10-16,Not worth the price.,2,175,West,Accessories,3559.99
Wireless Mouse,2022-12-06,Very disappointing.,5,39,East,Accessories,648.86
Laptop Stand,2022-11-16,Excellent product!,5,276,East,Accessories,3534.99
Coffee Maker,2022-11-16,Excellent product!,3,42,East,Kitchen,1917.51
Robot Vacuum,2023-11-21,It's okay.,5,106,South,Home Goods,5015.93
Electric Kettle,2020-05-24,Amazing performance and value.,3,104,South,Kitchen,4266.1
Robot Vacuum,2021-08-09,"Loved it, will buy again.",4,263,East,Home Goods,10843.12
Gaming Chair,2024-09-18,It's okay.,5,258,West,Furniture,14499.96
Wireless Mouse,2021-06-05,Decent for the price.,3,33,East,Accessories,697.76
Robot Vacuum,2023-02-18,"Loved it, will buy again.",2,277,North,Home Goods,15409.38
Laptop Stand,2022-03-11,Bad experience overall.,2,92,East,Accessories,1948.13
Laptop Stand,2024-01-25,Amazing performance and value.,5,140,South,Accessories,3386.04
4K Action Camera,2024-08-27,Stopped working too soon.,4,154,South,Electronics,12844.38
Air Purifier,2021-01-16,"Great quality, very satisfied!",1,257,West,Home Goods,11048.27
4K Action Camera,2022-02-14,Nothing special but acceptable.,5,158,East,Electronics,9728.02
Gaming Chair,2021-11-03,Decent for the price.,1,55,East,Furniture,2369.76
Coffee Maker,2023-12-12,It's okay.,3,38,East,Kitchen,1080.5
Blender,2020-11-22,Nothing special but acceptable.,1,147,West,Kitchen,5126.25
Robot Vacuum,2023-11-15,Excellent product!,4,26,South,Home Goods,1058.56
Laptop Stand,2023-08-13,Excellent product!,5,121,North,Accessories,3416.91
Blender,2021-09-21,Very disappointing.,2,36,North,Kitchen,1682.71
Electric Kettle,2024-12-03,Highly recommend this!,3,164,East,Kitchen,7906.73
Robot Vacuum,2020-03-24,Stopped working too soon.,4,49,South,Home Goods,3426.06
Robot Vacuum,2020-05-25,Quality could be better.,5,278,South,Home Goods,16200.37
Laptop Stand,2023-04-09,It's okay.,5,157,East,Accessories,2929.3
Blender,2023-09-19,Bad experience overall.,1,83,North,Kitchen,1672.18
Electric Kettle,2021-02-27,It's okay.,4,281,South,Kitchen,12096.97
Smartwatch,2023-08-25,Not worth the price.,2,68,West,Wearables,3857.74
Coffee Maker,2024-03-29,Works fine.,3,212,North,Kitchen,9605.62
Gaming Chair,2021-10-22,Highly recommend this!,5,172,East,Furniture,11740.73
Electric Kettle,2022-02-01,Amazing performance and value.,2,10,South,Kitchen,391.77
Robot Vacuum,2021-07-22,Nothing special but acceptable.,1,183,South,Home Goods,9920.83
Electric Kettle,2020-12-12,Works fine.,2,214,East,Kitchen,4537.92
4K Action Camera,2023-08-18,Very disappointing.,1,215,South,Electronics,25030.35
Smartwatch,2020-12-12,Stopped working too soon.,3,241,North,Wearables,9279.79
Air Purifier,2021-02-11,"Great quality, very satisfied!",1,65,North,Home Goods,2113.38
4K Action Camera,2020-05-12,"Average product, does the job.",1,141,East,Electronics,9029.11
Robot Vacuum,2024-09-01,Nothing special but acceptable.,1,98,East,Home Goods,6154.48
Wireless Mouse,2021-09-05,Quality could be better.,5,259,North,Accessories,5188.89
Robot Vacuum,2022-09-14,"Great quality, very satisfied!",4,166,East,Home Goods,10572.02
Wireless Mouse,2020-04-15,Stopped working too soon.,3,65,South,Accessories,1371.81
4K Action Camera,2020-06-19,"Average product, does the job.",1,160,North,Electronics,9487.51
Laptop Stand,2021-10-01,"Average product, does the job.",2,264,East,Accessories,7697.96
Wireless Mouse,2023-06-27,"Average product, does the job.",5,211,South,Accessories,2113.98
Laptop Stand,2024-04-16,Very disappointing.,4,11,West,Accessories,303.17
Air Purifier,2024-10-17,Not worth the price.,3,131,West,Home Goods,5898.09
Robot Vacuum,2020-09-18,Not worth the price.,5,263,West,Home Goods,8300.27
Laptop Stand,2021-05-08,Nothing special but acceptable.,5,128,West,Accessories,3116.54
Smartwatch,2023-06-21,Decent for the price.,3,216,North,Wearables,8368.53
Electric Kettle,2024-01-14,Not worth the price.,3,50,East,Kitchen,2380.49
Gaming Chair,2022-06-21,It's okay.,1,241,North,Furniture,12295.29
4K Action Camera,2024-12-25,Bad experience overall.,3,100,North,Electronics,6795.85
4K Action Camera,2020-10-16,Excellent product!,4,293,North,Electronics,21913.2
Coffee Maker,2023-07-10,Bad experience overall.,4,196,West,Kitchen,6443.29
Smartwatch,2023-08-30,Not worth the price.,3,275,East,Wearables,9389.24
Blender,2020-03-25,Amazing performance and value.,4,141,North,Kitchen,4598.85
Laptop Stand,2023-12-09,Excellent product!,2,245,East,Accessories,4554.97
Blender,2023-09-14,"Average product, does the job.",4,193,South,Kitchen,7596.81
Gaming Chair,2020-02-14,Quality could be better.,3,26,East,Furniture,2052.83
Robot Vacuum,2022-03-25,"Loved it, will buy again.",2,71,West,Home Goods,3127.76
Robot Vacuum,2020-11-28,Decent for the price.,4,133,East,Home Goods,7602.52
4K Action Camera,2021-04-09,Excellent product!,5,222,West,Electronics,17239.92
Laptop Stand,2020-07-18,Stopped working too soon.,5,126,South,Accessories,3502.41
Smartwatch,2023-05-09,Decent for the price.,5,147,North,Wearables,6168.11
4K Action Camera,2020-11-24,It's okay.,5,287,East,Electronics,29955.58
4K Action Camera,2024-08-30,Nothing special but acceptable.,1,258,South,Electronics,19596.56
Blender,2020-08-27,Nothing special but acceptable.,2,236,South,Kitchen,8789.97
Coffee Maker,2022-03-08,Highly recommend this!,5,268,North,Kitchen,12753.02
Blender,2021-12-02,Highly recommend this!,5,50,West,Kitchen,2225.41
Coffee Maker,2021-08-05,Quality could be better.,4,114,North,Kitchen,3375.89
